CummulativeDistance,Velocity,Acceleration,Battery,EnergyConsumption,Solar,Time
0.0,0.0058720360764371385,,100.0,,,0.0
5428.454894020576,24.710017382696638,0.05623929246349278,99.65991809821143,43.09874314549484,25.074402350701348,439.26842363204815
5536.8007615567885,21.867332116631005,-0.011956791555682295,98.84339597602316,57.31831652113228,14.042644045153416,237.74649351603753
5654.017459851553,20.593893672783928,-0.0047817112071021056,97.81405940266092,70.89006041624775,16.335222028048047,266.314377571712
5558.048344530024,21.713800882417715,0.0042623497700576335,97.01821138287224,58.898948964028946,16.719003915229532,262.7440895397574
5716.211014187029,20.447546609217593,-0.004669787933416048,96.17432486352344,62.637017907693924,17.911032382208184,271.1588387427757
5749.945623182364,21.232051714576766,0.0028433188611690216,95.5162585261042,53.79756579401775,18.920049910796667,275.91175793650746
5856.302964057703,20.723773410616626,-0.001820708027901318,95.00813693376863,46.80077644540964,19.870332051625372,279.1651907780175
5890.850102927683,21.251752212714642,0.0018810687213299186,93.88305197175173,80.35842223890202,20.72891925200632,280.68023039835236
5903.473200591448,20.602617593784053,-0.002301113215749911,93.14220031098414,60.87251492247904,21.607376901797345,282.09590666274187
5931.634997777587,21.272774188824297,0.002365542551946047,92.45071485271795,59.14420111835781,22.495471830249407,283.2993194262895
5815.318377244998,20.596892578958908,-0.0024331374441189314,91.82915886702125,55.77933900049784,22.836871758571757,277.78192781465896
5887.197073392621,21.217352997990076,0.0022034326365262757,91.10794255261092,62.189459720695055,23.964995056948105,281.5881042813852
5820.245808535193,20.614500395042125,-0.002166441293009747,90.29406875064818,67.627298113697,24.49198660967252,278.26860801311324
5917.7393647155,21.270158487387068,0.002320313033019919,89.26150211714578,80.44492638641063,25.718894810782857,282.573119667218
5846.042376239834,20.624907477101242,-0.002312062751708736,89.21478409604423,28.71667858470596,26.24062346632306,279.0802324932362
5884.533713028403,21.281275530768276,0.0023371333333646552,88.5276069020485,63.689000188100195,27.26860890632769,280.8432211790388
5890.269288838908,20.541482654942893,-0.002626380649453611,87.81127042057408,66.19422234684706,28.228388828702474,281.6777057732621
5946.41308913987,21.24278183834058,0.0024639450821658513,87.47980585971452,46.9995585007667,29.43193677520965,284.6245188148563
5904.483703453652,20.605513981196445,-0.0022583324087103425,86.93374503289354,59.023702398001035,30.08247857648955,282.18514452797365
5766.124422131726,21.22991339463017,0.0022651277017364524,86.47651506556006,54.489984464882916,30.256796196208263,275.657488518223
5920.852762164087,20.572325469254086,-0.0023213419283800844,85.88896555935092,63.16085860584784,32.02073477676333,283.2792176527708
5915.507669497126,21.238643467779585,0.0023547768595461576,85.37937605814348,59.926273819214984,32.9180302552195,282.9643903728191
5849.199971359218,20.484431497033242,-0.0026899441595803902,84.74338012073646,67.24783532400139,33.54005064143066,280.3820176192782
5925.135476755474,21.198860050853057,0.0025130002362796088,84.14989652318307,66.41660905170404,34.961978381374315,284.29307069126907
5906.44243971834,20.494374980992173,-0.002486459649861689,83.81678163549674,53.45077995480257,35.795690907426746,283.32857518925385
5879.445557685384,21.21845362267272,0.0025685558261318697,83.14144496732843,72.35454771286508,36.56170429994459,281.9010723122867
5878.587922735347,20.50130595002833,-0.002544763205148759,82.67689612398172,62.11969898788599,37.498610290510506,281.81312555659514
5911.401101127703,21.217249474098228,0.002526315596391874,81.44435786193566,103.99398686110922,38.66945897266835,283.39433327032543
5843.972751225421,20.782407634814167,-0.0015625678736316988,81.55161001613877,33.214610679787505,38.89897485255191,278.2866886117452
5714.222608729352,21.16985736677602,0.0014222751673256691,80.47992294752302,95.76474930502198,38.96533466838756,272.41545156861866
5880.895344049583,20.578385414235342,-0.0020994179656441824,80.01801637773542,65.72572113398226,41.24467293523836,281.73139518656694
5859.7212212465565,20.833203279697003,0.0009004193408255189,79.32980243764482,78.8577737724312,42.38243494762993,282.99910264926064
5883.598437111435,20.148647465857213,-0.002384116157526428,78.97281067811154,62.8975168231673,43.97695356790467,287.1319049110557
5868.336350485281,21.505688877743506,0.004816242290866847,79.0984180003271,37.431305929965376,44.08849400738926,281.7635264030803
5889.829372077638,20.735358509416407,-0.0027623518054902727,78.86796208552136,56.7574638935526,44.543300408848175,278.8675818901992
5936.028461872514,21.436242694139107,0.0024896619452604352,78.4556387021288,67.73694175021444,45.883802430408736,281.5178125114422
5835.966834845631,20.736805393422948,-0.002527207895374529,78.32762968190198,52.770730875534454,45.986252803513295,276.7628662431444
5966.480208697465,21.045226154176436,0.0010799035200046608,77.61829140207702,85.97297055300923,48.37804172228584,285.60029210031416
5714.616245944118,20.48574198235317,-0.002033025344000226,77.96334735088456,29.173940869327062,47.46190615612656,275.19783433806805
5867.552708775348,21.091660185830584,0.0021467642544894285,77.94706698816594,50.41716439448018,49.554305170393384,282.24720167120665
5941.545413619451,20.337103735637623,-0.0026306574192258643,78.23742324295655,35.860421606635356,51.2493031105389,286.8318940650995
5918.856517620155,20.935501545837557,0.0020863351353544277,78.06948104044245,61.02088608911054,52.11994935586257,286.81768334322663
5942.406333226882,20.439834226458593,-0.001725597394858611,78.22204488541058,44.969059243820084,53.05494302713189,287.24389643597976
5852.32418051763,21.00674394178281,0.0020074475636883992,78.1001634208629,59.43065038436773,52.97093276334009,282.4032495686208
5800.9915625869035,20.44162559892638,-0.002018899153867436,78.0360859821323,56.67650505554675,53.28040080282504,279.9141015904037
5904.947393419301,20.707180066667974,0.0009252621963713438,78.0814664439947,53.01909423749853,55.424258716205976,287.0045580409915
5855.8386632124175,20.035984856742843,-0.0023349872420744757,78.27914881119645,45.80641867206863,56.283584133760314,287.4513392753357
